Bloco;Unidade;Tipo;Mês;Data Leitura;Leitura Anterior;Leitura Atual;Consumo;Custo;Custo Adicional;Total;Houve Troca de Medidor?;Validade Medidor;Observação;Imagem
C;706;Água Quente;02/2026;05/02/2026;422,611;426,051;3,44;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944771/photo-3c9fb2c7.jpg
C;707;Água Quente;02/2026;05/02/2026;272,915;273,798;0,883;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944774/photo-9074caed.jpg
C;708;Água Quente;02/2026;05/02/2026;189,576;195,226;5,65;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944777/photo-b14e30aa.jpg
C;709;Água Quente;02/2026;05/02/2026;141,415;143,098;1,683;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944780/photo-e4afbf93.jpg
C;710;Água Quente;02/2026;05/02/2026;132,552;132,921;0,369;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944783/photo-e3886102.jpg
C;711;Água Quente;02/2026;05/02/2026;0,714;0,714;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944786/photo-aa4fa724.jpg
C;712;Água Quente;02/2026;05/02/2026;0,279;0,279;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944789/photo-82fc7f00.jpg
C;801;Água Quente;02/2026;05/02/2026;46,232;46,245;0,013;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944792/photo-5ed8ee7a.jpg
C;802;Água Quente;02/2026;05/02/2026;414,223;422,898;8,675;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944795/photo-52082243.jpg
C;803;Água Quente;02/2026;05/02/2026;159,011;161,648;2,637;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944798/photo-e44db796.jpg
C;804;Água Quente;02/2026;05/02/2026;37,923;37,923;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944801/photo-725d7d72.jpg
C;805;Água Quente;02/2026;05/02/2026;42,004;43,276;1,272;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944804/photo-b23bea83.jpg
C;806;Água Quente;02/2026;05/02/2026;397,27;405,955;8,685;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944807/photo-863ee7b8.jpg
C;807;Água Quente;02/2026;05/02/2026;346,735;352,001;5,266;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944810/photo-39e8783b.jpg
C;808;Água Quente;02/2026;05/02/2026;81,058;81,821;0,763;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944813/photo-f3487cc7.jpg
C;809;Água Quente;02/2026;05/02/2026;170,992;175,327;4,335;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944816/photo-4b7b96c1.jpg
C;810;Água Quente;02/2026;05/02/2026;298,794;307,821;9,027;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944819/photo-0c06bdff.jpg
C;811;Água Quente;02/2026;05/02/2026;375,566;381,161;5,595;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944822/photo-9512bef0.jpg
C;812;Água Quente;02/2026;05/02/2026;207,251;210,348;3,097;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944825/photo-69b98b6c.jpg
C;901;Água Quente;02/2026;05/02/2026;106,749;109,31;2,561;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944828/photo-5f5edd7e.jpg
C;902;Água Quente;02/2026;05/02/2026;93,484;99,996;6,512;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944831/photo-0d48f059.jpg
C;903;Água Quente;02/2026;05/02/2026;307,448;309,412;1,964;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944834/photo-e1f70665.jpg
C;904;Água Quente;02/2026;05/02/2026;174,678;177,403;2,725;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944837/photo-da5bcffb.jpg
C;905;Água Quente;02/2026;05/02/2026;37,612;39,109;1,497;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944840/photo-67b5c4e0.jpg
C;906;Água Quente;02/2026;05/02/2026;155,467;160,498;5,031;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944843/photo-4a8e6f0d.jpg
C;907;Água Quente;02/2026;05/02/2026;196,878;199,349;2,471;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944846/photo-116f2aa6.jpg
C;908;Água Quente;02/2026;05/02/2026;309,02;314,661;5,641;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944849/photo-9fb973b4.jpg
C;909;Água Quente;02/2026;05/02/2026;113,296;114,057;0,761;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944852/photo-47c7eb50.jpg
C;910;Água Quente;02/2026;05/02/2026;64,995;65,332;0,337;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944855/photo-5cb870dd.jpg
C;911;Água Quente;02/2026;05/02/2026;2,798;2,849;0,051;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944858/photo-46b28077.jpg
C;912;Água Quente;02/2026;05/02/2026;18,895;19,313;0,418;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944861/photo-ac1a8e51.jpg
C;1001;Água Quente;02/2026;30/01/2026;78,857;78,857;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944864/photo-3ca711eb.jpg
C;1002;Água Quente;02/2026;30/01/2026;283,773;285,647;1,874;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944867/photo-38de8493.jpg
C;1003;Água Quente;02/2026;30/01/2026;334,968;340,247;5,279;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944870/photo-8dad445a.jpg
C;1004;Água Quente;02/2026;30/01/2026;149,721;149,99;0,269;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944873/photo-9f67e94a.jpg
C;1005;Água Quente;02/2026;30/01/2026;34,05;36,599;2,549;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944876/photo-0e00da19.jpg
C;1006;Água Quente;02/2026;30/01/2026;270,346;273,363;3,017;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944879/photo-58ba151a.jpg
C;1007;Água Quente;02/2026;30/01/2026;266,356;268,305;1,949;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944882/photo-4c31fa23.jpg
C;1008;Água Quente;02/2026;30/01/2026;1,795;4,324;2,529;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944885/photo-4e0f8838.jpg
C;1009;Água Quente;02/2026;30/01/2026;17,799;18,115;0,316;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944888/photo-4a4b5a9d.jpg
C;1010;Água Quente;02/2026;30/01/2026;1,756;1,757;0,001;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944891/photo-f4742ed1.jpg
C;1011;Água Quente;02/2026;30/01/2026;23,299;24,42;1,121;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944894/photo-7c4d11cd.jpg
C;1012;Água Quente;02/2026;30/01/2026;381,91;387,513;5,603;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944897/photo-6e6b1bf2.jpg
C;1101;Água Quente;02/2026;30/01/2026;49,08;49,749;0,669;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944900/photo-6d7b13e9.jpg
C;1102;Água Quente;02/2026;30/01/2026;83,524;88,1;4,576;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944903/photo-92ff585c.jpg
C;1103;Água Quente;02/2026;30/01/2026;446,699;452,948;6,249;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944906/photo-8193b1a2.jpg
C;1104;Água Quente;02/2026;30/01/2026;91,576;97,328;5,752;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944909/photo-3a445a59.jpg
C;1105;Água Quente;02/2026;30/01/2026;104,406;108,42;4,014;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944912/photo-d64aec9d.jpg
C;1106;Água Quente;02/2026;30/01/2026;271,467;274,007;2,54;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944915/photo-d2c590a6.jpg
C;1107;Água Quente;02/2026;30/01/2026;138,607;141,418;2,811;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944918/photo-0d58403f.jpg
C;1108;Água Quente;02/2026;30/01/2026;450,989;457,872;6,883;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944921/photo-5367fae8.jpg
C;1109;Água Quente;02/2026;30/01/2026;98,468;100,974;2,506;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944924/photo-d5532a4f.jpg
C;1110;Água Quente;02/2026;30/01/2026;1,116;2,582;1,466;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944927/photo-314f5f42.jpg
C;1111;Água Quente;02/2026;30/01/2026;146,455;150,129;3,674;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944930/photo-c3bcbec6.jpg
C;1112;Água Quente;02/2026;30/01/2026;161,675;162,052;0,377;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944933/photo-58e99841.jpg
C;1201;Água Quente;02/2026;30/01/2026;203,302;204,934;1,632;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944936/photo-515f9bf2.jpg
C;1202;Água Quente;02/2026;30/01/2026;204,558;205,737;1,179;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944939/photo-6c7d16e9.jpg
C;1203;Água Quente;02/2026;30/01/2026;21,129;21,717;0,588;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944942/photo-574af0ea.jpg
C;1204;Água Quente;02/2026;30/01/2026;90,315;90,315;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944945/photo-a2eb9b29.jpg
C;1205;Água Quente;02/2026;30/01/2026;123,086;124,664;1,578;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944948/photo-923b5f4f.jpg
C;1206;Água Quente;02/2026;30/01/2026;144,21;146,516;2,306;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944951/photo-ac63278a.jpg
C;1207;Água Quente;02/2026;30/01/2026;249,548;255,49;5,942;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944954/photo-f66ee4bf.jpg
C;1208;Água Quente;02/2026;30/01/2026;199,181;201,326;2,145;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944957/photo-e82da13f.jpg
C;1209;Água Quente;02/2026;30/01/2026;179,534;181,785;2,251;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944960/photo-794144b9.jpg
C;1210;Água Quente;02/2026;30/01/2026;57,619;57,748;0,129;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944963/photo-0616d9dd.jpg
C;1211;Água Quente;02/2026;30/01/2026;115,209;117,64;2,431;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944966/photo-d3fdbc96.jpg
C;1212;Água Quente;02/2026;30/01/2026;88,578;88,578;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944969/photo-d6bd5aad.jpg
C;1301;Água Quente;02/2026;30/01/2026;134,014;138,383;4,369;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944972/photo-a36872a1.jpg
C;1302;Água Quente;02/2026;30/01/2026;151,35;153,796;2,446;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944975/photo-3f8cb04a.jpg
C;1303;Água Quente;02/2026;30/01/2026;164,773;165,918;1,145;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944978/photo-d5d0f3e1.jpg
C;1304;Água Quente;02/2026;30/01/2026;132,182;134,814;2,632;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944981/photo-1c454b1f.jpg
C;1305;Água Quente;02/2026;30/01/2026;130,926;133,167;2,241;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944984/photo-9cbcc8a6.jpg
C;1306;Água Quente;02/2026;30/01/2026;90,134;92,81;2,676;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944987/photo-2e2aad77.jpg
C;1307;Água Quente;02/2026;30/01/2026;45,344;46,749;1,405;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944990/photo-0d3016a5.jpg
C;1308;Água Quente;02/2026;30/01/2026;153,82;156,949;3,129;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944993/photo-0a917706.jpg
C;1309;Água Quente;02/2026;30/01/2026;150,864;152,504;1,64;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944996/photo-ee894973.jpg
C;1310;Água Quente;02/2026;30/01/2026;69,472;70,838;1,366;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944999/photo-49113de5.jpg
C;1311;Água Quente;02/2026;30/01/2026;102,771;105,362;2,591;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945002/photo-1f344f4d.jpg
C;1312;Água Quente;02/2026;30/01/2026;145,619;146,638;1,019;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945005/photo-22714f32.jpg
A;602;Água Quente;02/2026;29/01/2026;119,945;125,184;5,239;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945008/photo-a29c256a.jpg
A;603;Água Quente;02/2026;29/01/2026;98,607;102,314;3,707;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945011/photo-9f86e3c7.jpg
A;604;Água Quente;02/2026;29/01/2026;269,758;274,795;5,037;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945014/photo-e555cf77.jpg
A;605;Água Quente;02/2026;29/01/2026;44,193;45,43;1,237;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945017/photo-e1b83b10.jpg
A;606;Água Quente;02/2026;29/01/2026;229,805;229,805;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945020/photo-b6bd9644.jpg
A;607;Água Quente;02/2026;29/01/2026;9,244;10,227;0,983;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945023/photo-e7904d6e.jpg
A;608;Água Quente;02/2026;29/01/2026;252,807;255,805;2,998;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945026/photo-030f40d6.jpg
A;609;Água Quente;02/2026;29/01/2026;124,806;128,488;3,682;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945029/photo-d8f5d4ff.jpg
A;610;Água Quente;02/2026;29/01/2026;484,403;485,689;1,286;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945032/photo-d5ba5f84.jpg
A;611;Água Quente;02/2026;29/01/2026;91,564;102,599;11,035;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945035/photo-4ff3613a.jpg
B;602;Água Quente;02/2026;05/02/2026;136,164;138,739;2,575;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945038/photo-984d6350.jpg
B;603;Água Quente;02/2026;05/02/2026;102,133;105,961;3,828;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945041/photo-266ddc2f.jpg
B;604;Água Quente;02/2026;05/02/2026;116,929;121,149;4,22;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945044/photo-668256c4.jpg
B;605;Água Quente;02/2026;05/02/2026;198,964;203,706;4,742;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945047/photo-87c941c9.jpg
B;606;Água Quente;02/2026;05/02/2026;59,011;63,029;4,018;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945050/photo-ae5a581e.jpg
B;607;Água Quente;02/2026;05/02/2026;48,944;54,093;5,149;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945053/photo-4f483cb1.jpg
B;608;Água Quente;02/2026;05/02/2026;312,754;317,335;4,581;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945056/photo-6641ea34.jpg
B;609;Água Quente;02/2026;05/02/2026;177,94;182,675;4,735;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945059/photo-66842e5e.jpg
B;610;Água Quente;02/2026;05/02/2026;121,633;128,932;7,299;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945062/photo-8f2d13ec.jpg
B;611;Água Quente;02/2026;05/02/2026;200,881;201,993;1,112;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945065/photo-079e707a.jpg
C;602;Água Quente;02/2026;30/01/2026;146,666;148,165;1,499;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945068/photo-d99435fb.jpg
C;603;Água Quente;02/2026;30/01/2026;106,725;111,217;4,492;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945071/photo-2a787d81.jpg
C;604;Água Quente;02/2026;30/01/2026;101,247;111,217;9,97;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945074/photo-defc2c0e.jpg
C;605;Água Quente;02/2026;30/01/2026;86,345;87,429;1,084;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945077/photo-664945aa.jpg
C;606;Água Quente;02/2026;30/01/2026;60,632;65,715;5,083;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945080/photo-7b1d0247.jpg
C;607;Água Quente;02/2026;30/01/2026;126,436;130,307;3,871;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945083/photo-b118b7b9.jpg
C;608;Água Quente;02/2026;30/01/2026;284,742;285,213;0,471;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945086/photo-30f83ae3.jpg
C;609;Água Quente;02/2026;30/01/2026;129,994;133,874;3,88;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945089/photo-76ecd2c4.jpg
C;610;Água Quente;02/2026;30/01/2026;11,115;12,383;1,268;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945092/photo-5515a656.jpg
C;611;Água Quente;02/2026;30/01/2026;12,915;13,254;0,339;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/945095/photo-c12f534d.jpg
